,medio,fecha,titulo,nivel,estado,chars,segundos,url_final,error,texto
193,Notisistema,29/04/2022,Sin acuerdos sobre posibles cambios a ciclovía de avenida Guadalupe,playwright,playwright,252,5.21,https://www.notisistema.com/noticias/sin-acuerdos-sobre-posibles-cambios-a-ciclovia-de-avenida-guadalupe/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
194,Milenio,28/04/2022,"Amigos y colectivos rinden homenaje al 'Cheto', ciclista atropellado por el transporte público",error,error,0,1.61,https://www.milenio.com/politica/comunidad/gdl-amigos-colectivos-rinden-homenaje-cheto-ciclista-atropellado,HTTP 403,
196,Lider 919,28/04/2022,"Colectivos ciclistas piden a Zapopan, no ceder en modificación de ciclovía de avenida Guadalupe",error,error,0,4.32,https://lider919.com/colectivos-ciclistas-piden-a-zapopan-no-ceder-en-modificacion-de-ciclovia-de-avenida-guadalupe,HTTP 404,
198,Lider 919,21/04/2022,Pide Morena ampliar Mi Bici al oriente de la ciudad,error,error,0,4.84,https://lider919.com/pide-morena-ampliar-mi-bici-al-oriente-de-la-ciudad,HTTP 404,
202,Mural,13/04/2022,Piden usuarios maás puntos mi bici,error,error,0,13.79,https://www.youtube.com/watch?v=unDYEurWyK0&t=24s,MissingSchema: Invalid URL '': No scheme supplied. Perhaps you meant https://?,
205,Notisistema,11/04/2022,Afirman que ciclovía de avenida Guadalupe es demasiado ancha,playwright,playwright,252,5.39,https://www.notisistema.com/noticias/afirman-que-ciclovia-de-avenida-guadalupe-es-demasiado-ancha/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
206,Lider 919,11/04/2022,Se queda la ciclovia de Av. Guadalupe: Juan José Frangie,error,error,0,4.58,https://lider919.com/se-queda-la-ciclovia-de-av-guadalupe-juan-jose-frangie,HTTP 404,
208,Milenio,09/04/2022,Piden habitantes de Zapopan cerrar ciclovía de avenida Guadalupe,error,error,0,2.41,https://www.milenio.com/politica/comunidad/zapopan-habitantes-piden-cerrar-ciclovia-avenida-guadalupe,HTTP 403,
214,Notisistema,08/04/2022,Vecinos de avenida Guadalupe cancelan manifestación por ciclovía,playwright,playwright,252,4.88,https://www.notisistema.com/noticias/vecinos-de-avenida-guadalupe-cancelan-manifestacion-por-ciclovia/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
217,Notisistema,29/03/2022,Proponen construir en banqueta la ciclovía de avenida Javier Mina,playwright,playwright,252,4.18,https://www.notisistema.com/noticias/proponen-construir-en-banqueta-la-ciclovia-de-avenida-javier-mina/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
219,Notisistema,28/03/2022,Opositores a ciclovía de Javier Mina presentarán queja ante CEDHJ,playwright,playwright,252,5.24,https://www.notisistema.com/noticias/opositores-a-ciclovia-de-javier-mina-presentaran-queja-ante-cedhj/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
220,Notisistema,28/03/2022,Inconformes con ciclovía de avenida Guadalupe acuden a la CEDHJ,playwright,playwright,252,4.82,https://www.notisistema.com/noticias/inconformes-con-ciclovia-de-avenida-guadalupe-acuden-a-la-cedhj/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
222,Notisistema,25/03/2022,Automovilistas rechazan ciclovía de avenida Javier Mina,playwright,playwright,252,4.86,https://www.notisistema.com/noticias/automovilistas-rechazan-ciclovia-de-avenida-javier-mina/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
223,Lider 919,22/03/2022,"Guadalajara lanza programa Bici Escuela, para enseñar a andar en bici",error,error,0,5.06,https://lider919.com/guadalajara-lanza-programa-bici-escuela-para-ensenar-a-andar-en-bici,HTTP 404,
224,Notisistema,22/03/2022,Los transportistas también se quejan de las ciclovías,playwright,playwright,252,4.29,https://www.notisistema.com/noticias/los-transportistas-tambien-se-quejan-de-las-ciclovias/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
228,Notisistema,16/03/2022,Que respeten el sentido de la calle piden vecinos a usuarios de la ciclovía de avenida Guadalupe,playwright,playwright,252,5.15,https://www.notisistema.com/noticias/que-respeten-el-sentido-de-la-calle-piden-vecinos-a-usuarios-de-la-ciclovia-de-avenida-guadalupe/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
230,Cronica Jalisco,15/03/2022,Habrá ciclovía en la avenida Javier Mina y carril bus bici en avenida Hidalgo,error,error,0,139.06,chrome-error://chromewebdata/,"ConnectTimeout: HTTPSConnectionPool(host='www.cronicajalisco.com', port=443): Max retries exceeded with url: /notas-habra_ciclovia_en_la_avenida_javier_mina_y_carril_bus_bici_en_avenida_hidalgo-114139-2022 (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7baf87776210>, 'Connection to www.cronicajalisco.com timed out. (connect timeout=5)'))",
232,Notisistema,14/03/2022,"Ciclovía de avenida Guadalupe, una de las que más tráfico genera",playwright,playwright,252,3.97,https://www.notisistema.com/noticias/ciclovia-de-avenida-guadalupe-una-de-las-que-mas-trafico-genera/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
235,Notisistema,03/03/2022,Inauguran escuela para enseñar a niños a ser ciclistas,playwright,playwright,252,5.52,https://www.notisistema.com/noticias/inauguran-escuela-para-ensenar-a-ninos-a-ser-ciclistas/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
245,UDGTV,06/02/2022,Estudios avalan ampliación de Vía RecreActiva que conectará a Guadalajara y Zapopan,playwright,playwright,113,5.74,https://udgtv.com/noticias/estudios-avalan-ampliacion-via-recreactiva-conectara-guadalajara-zapopan/,HTTP 404,No se pudo encontrar la página solicitada. Esto podría ser un error ortográfico en la URL o una página eliminada.
250,Notisistema,28/01/2022,Extienden cinco kilómetro la Vía Recreactiva en Guadalajara,playwright,playwright,252,5.64,https://www.notisistema.com/noticias/extienden-cinco-kilometro-la-via-recreactiva-en-guadalajara/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
251,Lider 919,28/01/2022,Colectivos reportan discrepancias en datos del Mapa de Siniestralidad,error,error,0,4.84,https://lider919.com/colectivos-reportan-discrepancias-en-datos-del-mapa-de-siniestralidad,HTTP 404,
252,Notisistema,28/01/2022,Encuentran riesgos en ciclovía del Periférico,playwright,playwright,252,5.89,https://www.notisistema.com/noticias/encuentran-riesgos-en-ciclovia-del-periferico/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
253,Notisistema,28/01/2022,Poco funcional la ciclovía que se construyó en Periférico afirma experto,playwright,playwright,252,4.44,https://www.notisistema.com/noticias/poco-funcional-la-ciclovia-que-se-construyo-en-periferico-afirma-experto/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
254,Milenio,27/01/2022,Jalisco cerró el 2021 con 15 muertes de ciclistas,error,error,0,1.82,https://www.milenio.com/politica/comunidad/jalisco-2015-82-personas-murieron-atropelladas-bicicleta,HTTP 403,
259,Notisistema,19/01/2022,Vecinos de Analco se quejan de las protecciones de la ciclovía,playwright,playwright,252,4.94,https://www.notisistema.com/noticias/vecinos-de-analco-se-quedan-de-las-protecciones-de-la-ciclovia/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
260,Notisistema,14/01/2022,Utilizan ciclovía de avenida México para caminar,playwright,playwright,252,5.12,https://www.notisistema.com/noticias/utilizan-ciclovia-de-avenida-mexico-para-caminar/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
263,Notisistema,06/01/2022,"Ciclovía en Javier Mina  Juárez y Vallarta, aún no es definitiva, advierte alcalde tapatío",playwright,playwright,252,4.12,https://www.notisistema.com/noticias/ciclovia-en-javier-mina-juarez-y-vallarta-aun-no-es-definitiva-advierte-alcalde-tapatio/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
264,Notisistema,06/01/2022,"Vecinos demandan atender la ciclovía en avenida Malecón, acusan está abandonada",playwright,playwright,252,6.13,https://www.notisistema.com/noticias/vecinos-demandan-atender-la-ciclovia-en-avenida-malecon-acusan-esta-abandonada/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
265,Notisistema,05/01/2022,Guadalajara busca instalar siete nuevas ciclovías este año,playwright,playwright,252,4.8,https://www.notisistema.com/noticias/guadalajara-busca-instalar-siete-nuevas-ciclovias-este-ano/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
