Nota,Fecha,Medio,Tema,Subtema,Sub-subtema,Link
Ciclista resulta lesionado tras choque con tráiler en Zapopan,06-03-26,Trafico ZMG,Bicicleta,Siniestralidad,Herido,https://traficozmg.com/2026/03/ciclista-resulta-lesionado-tras-choque-con-trailer-en-zapopan/
Alistan nueva edición de la Vía Recreactiva Nocturna en GDL,05-03-26,Notisistema,Bicicleta,Vía recreactiva,Varios,https://www.notisistema.com/noticias/alistan-nueva-edicion-de-la-via-recreactiva-nocturna-en-gdl/
Zapopan impulsa taller GRATIS de ciclismo para mujeres en el marco del 8M,04-03-26,El Informador,Bicicleta,Educación vial,Taller,https://www.informador.mx/jalisco/zapopan-impulsa-taller-gratis-de-ciclismo-para-mujeres-en-el-marco-del-8m-20260304-0047.html
Llaman a ampliar red de ciclovías en Jalisco,03-03-26,NTR Guadalajara,Bicicleta,Ciclovía,OCMYTJAL,https://www.ntrguadalajara.com/post.php?id_nota=241567
“Abandonan” Ciclovía,02-03-26,Página 24 Jalisco,Bicicleta,Ciclovía,Denuncia,https://pagina24jalisco.com.mx/2026/03/02/local/abandonan-ciclovia/
Detenido por robo de bicicleta del sistema Mi Bici,01-03-26,NTR Guadalajara,Bicicleta,Bici pública,Robo,https://www.ntrguadalajara.com/post.php?id_nota=241490
Llama Observatorio a reparar ciclovías,02-28-26,Mural,Bicicleta,Infraestructura,OCMYTJAL,https://www.mural.com.mx/llama-observatorio-a-reparar-ciclovias/ar3160639
Cada semana se revisan protocolos de seguridad de la Vía RecreActiva,02-21-26,El Occidental,Bicicleta,Vía recreactiva,Seguridad,https://oem.com.mx/eloccidental/local/cada-semana-se-revisan-protocolos-de-seguridad-de-la-via-recreactiva-28588294
"Bicicletas eléctricas de Mi Bici sí serán reguladas, asegura IMEPLAN",02-19-26,Meganoticias,Bicicleta,Bici pública,Electromovilidad,https://www.meganoticias.mx/guadalajara/noticia/bicicletas-electricas-de-mi-bici-si-seran-reguladas-asegura-imeplan/710225
El sistema de MiBici duplicará su servicio en el Área Metropolitana de Guadalajara,02-19-26,Milenio,Bicicleta,Bici pública,Infraestructura,https://www.milenio.com/comunidad/sistema-de-mibici-duplicara-su-servicio-en-el-amg
"Antes de que el sistema Mi Bici crezca, “urge” mejorar el mantenimiento de estaciones y unidades",02-19-26,Canal 44,Bicicleta,Bici pública,OCMYTJAL,https://www.youtube.com/watch?v=740Q681ynSQ
"Antes de que el sistema Mi Bici crezca, “urge” mejorar el mantenimiento de estaciones y unidades",02-19-26,UDGTV,Bicicleta,Bici pública,OCMYTJAL,https://udgtv.com/noticias/observatorio-ciudadano-pide-mejorar-mantenimiento-mi-bici/305616
¡Adiós a los robos en MiBici! Guadalajara blinda sus nuevas bicicletas eléctricas con nuevo sistema de seguridad,02-19-26,Telediario,Bicicleta,Bici pública,Seguridad,https://www.telediario.mx/comunidad/mibici-guadalajara-antirrobo-gps-bicicletas-electricas
El AMG va por el sistema público de bicicletas más moderno de Latinoamérica: Pablo Lemus,02-16-26,Públimetro,Bicicleta,Bici pública,Varios,https://www.publimetro.com.mx/jalisco/2026/02/16/lemus-apunta-a-tener-el-sistema-publico-de-bicicletas-mas-moderno-de-latinoamerica/
¿Qué velocidad alcanzan las bicicletas eléctricas de MiBici?,02-14-26,El Informador,Bicicleta,Bici pública,Velocidad,https://www.informador.mx/jalisco/que-velocidad-alcanzan-las-bicicletas-electricas-de-mibici-20260214-0039.html
Lugares bonitos para andar en bici en Guadalajara este 14 de febrero,02-13-26,El Informador,Bicicleta,Varios,Varios,https://www.informador.mx/jalisco/guadalajara-lugares-bonitos-para-andar-en-bici-este-14-de-febrero-20260213-0046.html
Presentan nuevas unidades eléctricas para MiBici; apuestan por ampliación,02-13-26,El Informador,Bicicleta,Bici pública,Ampliación,https://www.informador.mx/jalisco/mibici-presentan-nuevas-unidades-electricas-apuestan-por-ampliacion-del-sistema-al-2030-20260213-0081.html
MiBici ajusta anualidad a 600 pesos; modalidad eléctrica costará 10 por desanclaje,02-13-26,El Informador,Bicicleta,Bici pública,Costos,https://www.informador.mx/jalisco/mibici-ajusta-anualidad-a-600-pesos-modalidad-electrica-costara-10-por-desanclaje-20260213-0171.html
Sótanos | Dos ruedas para Jalisco,01-29-26,Canal 44,Bicicleta,Varios,Varios,https://www.youtube.com/watch?v=Z1dDiRYsvnk
Autoridades anuncian cierres viales por la Vía Nocturna,01-28-26,Cronica Jalisco,Bicicleta,Vía recreactiva,Varios,https://www.cronica.com.mx/jalisco/2026/01/28/autoridades-anuncian-cierres-viales-por-la-via-nocturna/
Señalan Inseguridad en Vía RereActiva de Guadalajara,01-26-26,Página 24 Jalisco,Bicicleta,Vía recreactiva,Inseguridad,https://pagina24jalisco.com.mx/2026/01/26/local/senalan-inseguridad-en-via-rereactiva-de-guadalajara/
Sortean baches ¡en ciclovías! de la Colonia Americana,01-23-26,Mural,Bicicleta,Ciclovía,Baches,https://www.mural.com.mx/sortean-baches-en-ciclovias-de-la-colonia-americana/ar3140245
Retiran temporalmente la estación de MiBici del Centro de Tlaquepaque por obras,01-18-26,El Informador,Bicicleta,Bici pública,Varios,https://www.informador.mx/jalisco/tlaquepaque-retiran-temporalmente-la-estacion-de-mibici-del-centro-por-obras-20260118-0058.html
Mi Bici operará con sistema mixto de tarjetas,01-14-26,NTR Guadalajara,Bicicleta,Tarjeta unica,Bici pública,https://www.ntrguadalajara.com/post.php?id_nota=239452
MiBici modifica sus precios para este 2026: Esto deberás pagar si quieres seguir con la suscripción en Guadalajara,12-01-26,Telediario,Bicicleta,Bici pública,Suscripción,https://www.telediario.mx/comunidad/mibici-aumenta-costos-en-este-2026-cuanto-vale-la-anualidad
Agujero Convierte Ciclovía en Trampa Mortal,05-01-26,Página 24 Jalisco,Bicicleta,Ciclovía,Denuncia,https://pagina24jalisco.com.mx/2026/01/05/local/agujero-convierte-ciclovia-en-trampa-mortal/
Sumará más de 900 bicicletas eléctricas a Mi Bici,05-01-26,Lider 919,Bicicleta,Bici pública,Electromovilidad,https://lider919.com/sumara-mas-de-900-bicicletas-electricas-a-mi-bici/
Primera Vía RecreActiva nocturna y sus actividades reúnen a 150 mil personas,04-01-26,El Informador,Bicicleta,Vía recreactiva,Servicio,https://www.informador.mx/jalisco/bien-de-noche-primera-via-recreactiva-nocturna-y-sus-actividades-reunen-a-150-mil-personas-20260104-0098.html
Guadalajara cuarto lugar en AL como ciudad más amigable con la bici,03-01-26,El Occidental,Bicicleta,Informe,Varios,https://oem.com.mx/eloccidental/local/guadalajara-cuarto-lugar-en-al-como-ciudad-mas-amigable-con-la-bici-27486603
Primera Vía RecreActiva Nocturna será este sábado 3 de enero,02-01-26,Notisistema,Bicicleta,Vía recreactiva,Servicio,https://www.notisistema.com/noticias/primera-via-recreactiva-nocturna-sera-este-sabado-3-de-enero/
Es Guadalajara ciudad amigable con la bici; está en cuarto lugar en América Latina,02-01-26,Guadalajara,Bicicleta,Varios,Varios,https://guadalajara.gob.mx/noticia/es-guadalajara-ciudad-amigable-con-la-bici-esta-en-cuarto-lugar-en-america-latina
Durante 2025 murieron 13 ciclistas en percances viales en Jalisco,02-01-26,Notisistema,Bicicleta,Siniestralidad,Bici blanca,https://www.notisistema.com/noticias/durante-2025-murieron-13-ciclistas-en-percances-viales-en-jalisco/
