Unnamed: 0,medio,fecha,titulo,nivel,estado,chars,segundos,url_final,error,texto
117,Notisistema,09/06/2023,Advierten daños graves por ingreso de vehículos motorizados y bicis a La Primavera,trafilatura,trafilatura,985,0.19,https://www.notisistema.com/noticias/advierten-danos-graves-por-ingreso-de-vehiculos-motorizados-y-bicis-a-la-primavera/,,"En el informe que la Comisión Estatal de Derechos Humanos elaboró sobre la situación del Bosque de La Primavera se destaca preocupación por los daños medioambientales que está generando el ingreso de bicicletas y vehículos como motos y vehículos tipos razer.
El informe señala que a pesar de las restricciones, los dueños de predios en el bosque justifican ingresar con razers o motos para llegar más rápido a sus propiedades.
Si bien la presencia masiva de bicis ya impacta al bosque también, vehículos como cuatrimotos, motocross o razers son los que están causando más daños.
Las cuatro zonas más afectadas son el área de ingreso por Mariano Otero; la zona de El Bajío, particularmente en el Cerro de la Bandera, hacia el sur en la zona del balneario Los Volcanes y hacia el norte del bosque en Arroyo Seco, a espaldas de Pinar de la Venta; de hecho se ha detectado a gente de este fraccionamiento ingresando ilegalmente al bosque con estos vehículos. (Por Héctor Escamilla Ramírez)"
118,NTR Guadalajara,08/06/2023,Expansión de MiBici entusiasma a Bici Blanca,trafilatura,trafilatura,2085,0.27,https://www.ntrguadalajara.com/post.php?id_nota=198939,,"La etapa cinco de MiBici, que actualmente cuenta con 3 mil 200 bicicletas y 300 estaciones en los municipios de Guadalajara, Zapopan y Tlaquepaque, comprende crecer el sistema en casi mil unidades más y otras 60 estaciones, lo que entusiasma mucho a los integrantes del colectivo Bicicleta Blanca.
""Desde las organizaciones de la sociedad civil hemos sido impulsores desde la planeación del sistema, la implementación, lanzamiento y ahora el uso del sistema; hemos sido críticos a lo largo de estos nueve años, muy involucrados en operación, mantenimiento, exigencia de asignación presupuestal para que crezca y por eso vemos con muy buenos ojos esta ampliación"", dijo Elton Osorio, uno de sus miembros, a NTR.
Aceptó que la creación de 60 estaciones nuevas y el agregado de poco menos de mil bicicletas permitirá ""ampliar a colonias y polígonos no beneficiados hoy"", lo que deberá elevar la cantidad de viajes. En casi nueve años de operación se acumulan más de 22 millones (el sistema arrancó en 2014) y a la fecha tiene más de 130 mil usuarios.
Sin embargo, es insuficiente ante las enormes dimensiones del conglomerado metropolitano, lo que permite un margen para mantener las exigencias de ampliación.
""Algo que ha pasado en últimos meses es un deterioro acumulado del sistema, por la cantidad de años, y aunque se ha asignado presupuesto, no ha sido suficiente. No solo eso, las cadenas de suministro de artículos en el mundo están lentas, y aunque se habían comprado refacciones, no llegaban por esta lentitud. Por eso, es importante redoblar presupuesto y mantenimiento de bicis, para que la gente use más la bicicleta y aumenten usuarios y más viajes ante el enorme ahorro en contaminantes, ruido, tráfico; buscamos que crezca MiBici, que mejore servicios, que tenga mejores equipos, que se redoble y crezca la infraestructura para que los usuarios vean las ventajas"", destacó.
Finalmente, Elton Osorio destacó que ya se han reincorporado 50 por ciento de bicis que estaban fuera de servicio y ""vamos a estar monitoreando para que reincorporen el 50 por ciento restante"".
jl/I"
119,El Occidental,06/06/2023,¡A pedalear! Anuncian paseo en bicicleta para conocer los árboles más bonitos de Guadalajara,trafilatura,trafilatura,329,0.42,https://oem.com.mx/eloccidental/local/a-pedalear-anuncian-paseo-en-bicicleta-para-conocer-los-arboles-mas-bonitos-de-guadalajara-15895629,,"Localmartes, 6 de junio de 2023
En la Perla Tapatía existen al menos 10 especies de árboles florales
LOCAL
Mirza Flores acusa a Morena de ""grillar"" y lucrar políticamente con el tema del agua
El delito por el que fue denunciado Eduardo N, es por acoso sexual
La víctima está protegida y hasta el momento se desconoce su identidad"
121,El Informador,05/06/2023,Hasta tres mil 500 usuarios por hora disfrutarán de Ciclovía de Javier Mina,trafilatura,trafilatura,2035,0.61,https://www.informador.mx/jalisco/Guadalajara-Ciclovia-de-Javier-Mina-recibira-tres-mil-500-ciclistas-por-hora-20230605-0126.html,,"Hasta tres mil 500 usuarios por hora disfrutarán de Ciclovía de Javier Mina
La obra de la ciclovía ya inició con el balizamiento y el arreglo de las esquinas de la calle Presa Laurel hacia Belisario Domínguez
La ciclovía confinada en Avenida Javier Mina será desde Presa del Laurel hasta Belisario Domínguez. EL INFORMADOR/ C. Zepeda
El Ayuntamiento de Guadalajara informó que en la ciclovía que se construirá en la Avenida Javier Mina podrán circular 3 mil 500 ciclistas por hora.
La ciclovía confinada en Avenida Javier Mina será desde Presa del Laurel hasta Belisario Domínguez.
Asimismo dio a conocer que la obra de la ciclovía ya inició con el balizamiento y el arreglo de las esquinas de la calle Presa Laurel hacia Belisario Domínguez.
""Una vez que se tengan cuatro cuadras de esquinas, se colocarán dispositivos para confinar en esas cuadras (colocación de elementos de neopreno)"", indicó.
Además reportó un avance del 50 por ciento en las obras de rehabilitación de las banquetas las cuales se esperan concluir para la segunda quincena de agosto.
En tanto, comerciantes de la avenida Javier Mina reconocieron los avances en las obras de las banquetas, pero pidieron celeridad ante la llegada del temporal de lluvias.
""Parece que aquí ya acabaron, pero tuvimos tres meses sin ventas, se bajaron casi un 90 por ciento, pero todavía no acaban, están haciendo arreglos en las esquinas y esperemos que ya acaben porque ahora que lleguen las lluvias se va a complicar"", dijo Jaqueline.
""Lo bueno que aquí ya casi acabaron no nos han dicho cuándo van a terminar, pero esperemos que pronto acaben"", dijo Rubén de una tienda de electrónica.
Otro comerciante comentó que en su cuadra no fue tan tardado y que los trabajos avanzan de manera normal.
""Solamente el polvo, las ventas están raras, pero puede ser por la obra o por otra cosa"", añadió Javier.
Lee También
Recibe las últimas noticias en tu e-mail
Todo lo que necesitas saber para comenzar tu día
Registrarse implica aceptar los Términos y Condiciones"
122,Pagina24Jalisco,04/06/2023,Bici enfrenta retos para consolidarse como medio de transporte,trafilatura,trafilatura,3407,0.47,https://pagina24jalisco.com.mx/2023/06/04/local/bici-enfrenta-retos-para-consolidarse-como-medio-de-transporte/,,"Día Mundial de la Bicicleta
""Es una chulada poder moverte en la bicicleta a todas partes, pero hacen falta ciclovías, muchas más, por toda la ciudad""
Por Elizabeth Ríos Chavarría
Aunque no se dejó de reconocer los esfuerzos que se han hecho, sobre todo los últimos años, para incentivar la movilidad no motorizada en la ciudad y el estado, tapatíos consideraron que hace falta todavía mucho por hacer para lograr que la bicicleta se consolide como un medio de transporte más; hace falta mayor infraestructura, mejora en el sistema de Mi Bici y un fomento de su uso, consideraron.
En el marco del Día Mundial de la Bicicleta, que se conmemora el 3 de junio, ciclistas que platicaron para Página 24 refirieron las bondades de utilizar este medio de transporte, así como los peligros y retos a los que se enfrentan día con día al ser todavía una modalidad no tan aceptada por todos, en especial de automovilistas.
""Es una chulada poder moverte en la bicicleta a todas partes, pero hacen falta ciclovías, muchas más, por toda la ciudad. Yo tomo un camión que me baja en los Dos Templos y ya de ahí tomo bici para recorrer el trayecto que me falta, pero sí estaría bien más carriles para ciclistas. Además, necesitamos bicicletas de calidad, porque Mi Bici está cada vez peor"", refirió Enrique Avelar.
""Trasladarme en mi bici a todas partes ya se volvió un estilo de vida, una vez que empiezas no acabas y pues a arriesgarse en las calles porque tenemos derecho de circular por el carril derecho pero eso los que manejan no lo saben y pues ahí a movernos con cuidado y hasta con temor. Se necesita una cultura de movilidad para que podamos convivir en armonía porque todos tenemos derechos y obligaciones"", añadió Becky Cruz.
Con la construcción de una ciclovía en Javier Mina, ciudadanos tampoco dejaron de reconocer carriles habilitados para ellos como el bus bici en avenida Hidalgo, ya que les cambió para bien la forma en la que se movían para aquella zona de la ciudad, sin embargo, manifestaron que hacen falta muchos más pues está muy acotada la movilidad para quienes optan por este tipo de transporte.
""Imagina para los que empiezan con esto (de la bici), si nada más se mueven por ciclovías pues no es mucho el espacio por el que pueden andar. Aquí en el centro no hay tanto problema, pero moverte a otras zonas es imposible porque muchos no se van a bajar a las calles y por las banquetas tampoco es muy seguro ni correcto que digamos. Se requieren más ciclovías, aunque a muchos no les guste"", expresó Israel Aguilar.
""Fíjate que no creo en sí que hagan falta más ciclovías, creo que es más cultura por parte de todos. Hay reglamentos de movilidad que permiten e indican que los ciclistas deben ir en la calle por el carril derecho, no en las banquetas, entonces, ni ciclistas deben invadir banquetas para el peligro de peatones, y automovilistas deben entender que los que andan en bici también se pueden mover a nivel de calle. Es cuestión de colaborar y entender que para todos hay espacio"", señaló Claudia Montoya.
Ciudadanos también manifestaron que el tema de las ciclovías se tiene que extender más al interior del estado, pues consideraron que entre más infraestructura haya, más la gente se va acostumbrando a este otro tipo de movilidad. Además, urgieron por una reestructura al sistema de Mi Bici, ya que en la actualidad hay muchas bicicletas en mal estado y estaciones que no funcionan."
123,El Informador,04/06/2023,Estas son las fallas que usuarios encuentran en MiBici,trafilatura,trafilatura,2554,0.61,https://www.informador.mx/jalisco/MiBici-Estas-son-las-fallas-que-usuarios-encuentran-en-el-programa-de-bicicleta-publica-20230604-0075.html,,"Estas son las fallas que usuarios encuentran en MiBici
Piden que se mejore el sistema de bicicleta pública pues actualmente es deficiente
En las estaciones de MiBici hay fallas como problema para sacarlas o mala distribución de los vehículos. EL INFORMADOR/ J. Velazco
El no encontrar bicicletas, problemas con el software para que las libere, el que no funcionen las velocidades o que el asiento se encuentre en mal estado son los problemas cotidianos de los usuarios de MiBici.
Paulino Monroy, quien tiene más de un año utilizado MiBici, habló sobre las principales fallas que ha registrado.
""A veces hay y no sale la bici, me marca rojo y eso me genera retraso importante son fallas en el sistema que sí me han generado problemas"", comentó
Añadió que muchas veces también se encuentran desperfectos en las bicicletas como el que se atoren las velocidades.
Diana Fernández, otra usuaria, dijo que el no poder sacar la bicicleta de la estación por problemas del software ha sido su principal problemática.
""Sobre todo en la noche cuando salgo como a las diez de la noche me voy en la bicicleta, pero si no puedo sacarlo me pone en riesgo porque tengo que ir a otra estación"", comentó.
La usuaria explicó que lo más le gusta de la ciudad es moverse en la bicicleta.
""Cada que viene gente a visitarme lo que hago es buscar que anden en bici conmigo porque así se disfruta más la ciudad"", agregó.
Amelí García, otra usuaria, también reportó que ha tenido muchas fallas en las bicicletas.
""Más que nada yo he tenido muchas fallas en los asientos ya que se bajan mucho y si eres alto te perjudica, muchas veces las bicis están sin funcionamiento, las tarjeta son funcionan o no funcionan las velocidades"", comentó.
Diego comentó que es importante que se haga la inversión en el programa ya que hay muchas deficiencias.
""Las velocidades como se botan, últimamente que había problemas con las refacciones sí se veía porque los asientos están muy rotos"", agregó.
Karla, una usuaria que tiene cuatro años usando el sistema y considera que la manera en la que reparten las bicis no es justa.
""Hay un montón de zonas más cercanas a la Calzada que nunca tienen bicicletas y por aquí están llenas (Parque Rojo) o de pronto ves que por allá están rotas o más feas como al que repartirlas si dejan las más feas por las zonas más alejadas de la Colonia Americana"", afirmó.
Lee También
Recibe las últimas noticias en tu e-mail
Todo lo que necesitas saber para comenzar tu día
Registrarse implica aceptar los Términos y Condiciones"
124,Mural,04/06/2023,Impulsa GDL buen uso de la bici,trafilatura,trafilatura,389,0.94,https://www.mural.com.mx/impulsa-gdl-buen-uso-de-la-bici/ar2617042,,"COMUNIDAD
01 MIN 30 SEG
Fernanda Carapia
Guadalajara, México (04 junio 2023) .-18:22 hrs
El Ayuntamiento de Guadalajara se sumó al Día Mundial de la Bicicleta, con lo que se busca impulsar el uso de este medio de transporte. Crédito: Cortesía
El Ayuntamiento de Guadalajara se sumó al Día Mundial de la Bicicleta, iniciativa con la que se busca impulsar el uso de este medio de transporte."
125,NTR Guadalajara,04/06/2023,Dan mapas ciclistas por Día Mundial de la Bici,trafilatura,trafilatura,1233,0.3,https://www.ntrguadalajara.com/post.php?id_nota=198717,,"Para celebrar el Día Mundial de la bicicleta, conmemorado cada 3 de junio, este domingo funcionarios de los ayuntamientos de Guadalajara y Zapopan entregaron mapas ciclistas a usuarios de la Vía RecreActiva.
En el material entregado hay una amplia lista de lugares ""biciamigables"", es decir, puntos donde se ofrecen opciones de seguridad, accesibilidad y herramientas a ciclistas en caso de alguna emergencia.
Los mapas también incluyen la red de infraestructura ciclista con la que cuenta la ciudad, pero especialmente Guadalajara y Zapopan, así como los ciclopuertos del sistema MiBici.
""Es funcional el mapa, pero sin duda sigue haciendo falta seguridad en las ciclovías. En la de Ávila Camacho, por ejemplo, los bolardos de separación del carril, muchos ya se los robaron o se cayeron y eso hace que en algunos tramos no haya división. (Respecto a los) negocios biciamigables que se ponen en el mapa, nos da un norte de a dónde sí podemos meternos con bici o encontrar un lugar donde nos presten apoyo en caso de alguna avería"" , opinó Luis Farah, ciclista desde hace 12 años, sobre el material entregado.
Los mapas se entregaron en puntos de mayor afluencia de usuarios de la Vía, como el Parque Rojo y Glorieta La Minerva.
jl/I"
126,Mural,03/06/2023,Hay fallas en MiBici,trafilatura,trafilatura,333,0.81,https://www.mural.com.mx/hay-fallas-en-mibici/ar2616163?v=3,,"COMUNIDAD
01 MIN 30 SEG
Maggie Urzúa
Guadalajara, México (03 junio 2023) .-05:00 hrs
Este año planean ampliar el sistema MiBici con 772 bicicletas y 60 estaciones. Crédito: Archivo
El sistema MiBici Pública tiene un déficit superior a 500 bicicletas, admitió ayer la Agencia Metropolitana de Infraestructura para la Movilidad (AMIM)."
127,Lider 919,03/06/2023,Incorporarán 60 estaciones y 700 bicicletas a Mi Bici,trafilatura,trafilatura,2022,0.44,https://lider919.com/incorporaran-60-estaciones-y-700-bicicletas-a-mi-bici/,,"El Sistema de Bicicletas Públicas MiBici que tiene más de ocho años en funcionamiento, se encuentra en proceso de mejora, con una inversión de 63.7 millones de pesos para adquirir 60 nuevas estaciones y 772 bicicletas con el objetivo de llegar a más colonias.
A través de un comunicado, el gobierno del estado informó que fueron recibidas refacciones encargadas desde el año pasado y a principios de este, con la finalidad de mejorar las condiciones de las bicicletas, esto después de que la disponibilidad de piezas se vio afectada desde el 2020 por la pandemia y con el impulso de la movilidad en bicicleta como alternativa segura y sustentable, lo que derivó en la ruptura de la cadena de suministro ante la alta demanda de bicicletas y sus partes.
Durante las próximas dos semanas se estarán poniendo en circulación un total de 220 bicicletas que actualmente se encuentran en taller a falta de piezas, como salpicaderas, asientos, puños y abrazaderas.
Además, se tiene programado a finales del mes de junio la reparación de 300 bicicletas más que presentan desgaste en las piezas que están por suministrarse en los próximos días
Con el paso de los años, este sistema de transporte se ha convertido en parte fundamental de la movilidad de la ciudad con más de 22.3 millones de viajes realizados y cerca de 133 mil personas usuarias registradas que han utilizado MiBici.
Si los usuarios detectan algún problema derivado de la desconexión del sistema pueden contactarte a través de redes sociales @mibicipublica o al teléfono 33 3002 2424.
Sistema de MiBici actual
● Tres mil 200 bicicletas
● 300 estaciones
● Cerca de 133 mil personas usuarias registrados desde el inicio del Sistema
● 22 mil 13 personas usuarias con membresía activa
● Más de 22.3 millones de viajes realizados desde el 2014
● Con la quinta etapa ampliarán 60 estaciones
● 772 bicicletas
● 98 mil 856 personas beneficiadas
● 11 mil 982 empresas beneficiadas
● Inversiones de 112 millones de pesos para operación, mantenimiento y refacciones del Sistema"
128,Milenio,03/06/2023,Destinarán 63.7 mdp para nuevas estaciones de Mi Bici Pública en el AMG,trafilatura,trafilatura,1404,0.47,https://www.milenio.com/politica/comunidad/bici-pubica-anuncio-ampliacion-reparacion-bicicletas,,"El gobierno de Jalisco informó que este año destinará 63.7 millones de pesos para la adquisición de 60 nuevas estaciones y 772 bicicletas que ampliarán el sistema de Mi Bici Pública a nuevas colonias y fortalecerán algunos puntos con alta demanda de viajes.
Además, se tiene programado a finales del mes de junio la reparación de 300 bicicletas más que hoy presentan desgaste en las piezas que están por suministrarse en los próximos días.
Ante ello el gobierno de Jalisco y la Agencia Metropolitana de Infraestructura para la Movilidad del Área Metropolitana de Guadalajara, garantizaron este año un presupuesto de casi 12 millones de pesos en refacciones para mantener un servicio de calidad.
A través de un comunicado, el gobierno del estado notificó que desde que se presentaron estas fallas, se ha trabajado en coordinación con la empresa operadora y los proveedores de tecnología y telecomunicaciones para estabilizar el servicio.
Actualmente el servicio de MiBici cuenta con 132 mil 935 usuarios en los distintos municipios del Área Metropolitana de Guadalajara. Desde la primera etapa de su implementación, en el 2014, se han instalado 300 estaciones.
Esto ha permitido que los viajes en dicho transporte no motorizado crezcan gradualmente. En su primer año de operaciones, en el 2015, se han registrado 470 mil viajes, mientras que en lo que va del año se han registrado 22 millones 300 mil.
SRN"
130,Milenio,03/06/2023,Uso de bicicleta toma un papel más protagónico en Guadalajara,trafilatura,trafilatura,2673,0.22,https://www.milenio.com/politica/comunidad/guadalajara-cuanto-ha-crecido-el-uso-de-la-bicicleta,,"La bicicleta ha tomado un papel más protagónico en Guadalajara. Ahora, con la creación de nueva infraestructura ha hecho que cada vez más personas opten por este medio de transporte, pues de acuerdo con el director de Movilidad y Transporte de la Perla Tapatía, Jesús Carlos Soto Morfín, tan solo en Paseo Alcalde incrementó la afluencia de ciclistas, al pasar de 96 mil 126 en enero de 2023 a 118 mil 77 a mayo de este año.
""De abril a mayo tenemos un pico de hasta 118 mil 077 ciclistas circulando en este punto, es decir, estamos viendo que hay un incremento cada vez más importante en Paseo Alcalde para el uso de la bicicleta, y lo mismo se está reflejando en otros puntos de la ciudad"", detalló. 
Los corredores ciclistas más utilizados en Guadalajara, según datos de la Agencia Metropolitana de Infraestructura para la Movilidad son la avenida La Paz, Federalismo y el bus bici de la avenida Hidalgo.
Soto Morfín señaló que la bicicleta, como medio de transporte, garantiza la disminución de gases de efecto invernadero en distancias de menos de 5 kilómetros. Agregó que el 40 por ciento de los viajes en automóvil en la ciudad son recorridos de 3 kilómetros de distancia, por lo que pueden ser sustituidos con el uso de la bici.
Explicó que el proyecto más importante que tienen para este año es consolidar el corredor de Javier Mina, desde Calzada Independencia hasta Presa del Laurel, que en total abarca 7.3 kilómetros de infraestructura ciclista. Actualmente se interviene el tramo de la Calzada y Belisario Domínguez, con renovación de todas las banquetas, iluminación con sentido peatonal mobiliario, cruceros seguros, configuración de todos los carriles, paradas de cargas y descargas, motopuertos y la inclusión de la infraestructura ciclista en todo este tramo. Asimismo, el año pasado realizaron otro tramo desde avenida Revolución hasta avenida Niños Héroes generando dos carriles de circulación por puerto, ampliación de banquetas; y este 2023 comenzará la siguiente etapa.
""Es un proyecto importante porque además es donde tenemos concentrada la mayor de densidad poblacional del municipio"", dijo.
Actualmente la red de infraestructura ciclista en el Área Metropolitana de Guadalajara contempla 290.1 kilómetros de ciclovías y 116 kilómetros de carriles, posicionando a la metrópoli como la segunda ciudad con más infraestructura ciclista del país.
    En cifras
    Ciclistas y infraestructura para movilidad no motorizada
3 mil ciclistas circulan por las avenidas principales del municipio todos los días.
290.1 kilómetros de ciclovías hay en Guadalajara, con lo cual se posiciona como la segunda ciudad con más infraestructura ciclista del país.
SRN"
131,Milenio,03/06/2023,"""Necesitamos una ciudad más ciclista y menos cochista""",trafilatura,trafilatura,2105,0.32,https://www.milenio.com/politica/comunidad/guadalajara-aun-no-es-segura-para-ciclistas-dice-grecia-hernandez,,"Grecia Hernández, ciclista e Integrante del Colectivo Red Universitaria para la Movilidad, aseguró que aunque con el pasar de los últimos 10 años ha crecido la red de ciclovías en Guadalajara y aumentado la gente que opta por este vehículo no motorizado como medio de transporte, aún hace falta cambiar la visión de la ciudad a una ciclista y compartida.
""Pues definitivamente me enfrento a una ciudad que cada vez es más ciclista, que cada vez le presta más atención a la gente que se mueve en bicicleta, pero a la par, a una ciudad que es definitivamente muy cochista, una ciudad que está hecha para los carros y no para las personas y por lo tanto eso nos vulnera muchísimo a la gente que usamos la bici, no es segura, hay altas velocidades, no hay tanta infraestructura, la que hay a veces no se le da mantenimiento, entonces eso nos pone en desventaja"", explicó. 
Puntualizó que la red ciclista no tiene que ser vías aisladas, sino que se deben de interconectar, ya que aún restan algunas que no te llevan a nada. Por lo cual, urge a los gobiernos a construir mayor infraestructura en favor de ellos.
Grecia añadió en la zona céntrica donde se ha invertido en infraestructura ciclista ha disminuido las cifras de muertes, por lo cual urge se volteo a ver a la periferia. Cabe señalar que en lo que va del año siete ciclistas han perdido la vida. Desde 2009 a la fecha 305 ciclistas han muerto en diferentes hechos.
""Y con infraestructura no me refiero únicamente a ciclovías, hay diferentes tipos de ciclovías, la infraestructura ciclista también son ciclo puertos, también son calles compartidas, también son señalamientos, y definitivamente el respeto. La gente que va en carro a veces si se olvida que existe la gente que se mueven en bicicleta, entonces el respeto saber recordar la pirámide de la movilidad, que el automovilista va hasta el último"", explicó Grecia. 
Asimismo, pide se promocione la intermodalidad, es decir combinar la bici con otros medio de transporte, en el que puedas completar tu trayecto con el tren o camión, brindado la seguridad y medios para que más gente se sume.
SRN"
132,Notisistema,02/06/2023,Denuncian fallas en el programa MiBici,trafilatura,trafilatura,818,0.39,https://www.notisistema.com/noticias/denuncian-fallas-en-el-programa-mibici/,,"Continúan las quejas por la mala calidad del servicio del Programa MiBici, el cual registra problemas de falta de espacio en los ciclopuertos y de mantenimiento de las bicicletas, confirma Miriam Guerra, especialista en Movilidad Urbana y Territorio.
""Fallas constantes en las estaciones para anclar y desanclar bicicletas, fallas en la lectura de las tarjetas, fallas en el balanceo de las estaciones, es decir, no se tiene una lectura básica de las dinámicas de movilidad en horas con mayor afluencia. Las condiciones de los vehículos no son las más adecuadas. Asientos en mal estado, cambios sin funcionar y constantes averías sin resolver"".
Aunque en su arranque el programa tuvo una calificación positiva por parte de los usuarios, hoy la calidad del servicio deja mucho qué desear. (Por Gricelda Torres Zambrano)"
134,NTR Guadalajara,02/06/2023,Protestarán este sábado por servicio deficiente de MiBici,trafilatura,trafilatura,1287,0.29,https://www.ntrguadalajara.com/post.php?id_nota=198628,,"En el último año los usuarios de MiBici que afirman contar con un servicio deficiente del sistema se multiplicaron en redes sociales y ya se anunció una protesta contra las fallas que se realizará el sábado.
Las bicis en mal estado o descompuestas, la falta de equilibrio en las estaciones y de espacios para estacionar, errores con las tarjetas y la aplicación, y las presuntas malas condiciones laborales al interior del sistema son sólo algunas de las inconformidades.
""La respuesta del sistema (servicio al usuario) es: repórtalo y lo atendemos, pero la situación nomás no mejora, mientras tanto, uno debe pagar las consecuencias, llegar tarde a destino o tener que pagar un transporte extra para poder compensar ese tiempo que se supone se ahorra uno con MiBici. Una pena de sistema en la actualidad realmente"", fue la queja de Antonio al reportar que no pudo encontrar una bicicleta disponible.
""El servicio no vale la pena o no hay bicicletas o no hay espacios, no lo renové porque no las podía usar"", añadió Araceli, una ex usuaria.
La protesta será al mediodía de mañana. El punto de partida es el Parque Revolución, también conocido como Parque Rojo, y luego se partirá hacia avenida Federalismo Sur 403, en la colonia Centro, donde están las oficinas centrales de MiBici.
jl/I"
135,Notisistema,02/06/2023,"Ante fallas en el servicio, baja el número de usuarios de MiBici",trafilatura,trafilatura,944,0.24,https://www.notisistema.com/noticias/ante-fallas-en-el-servicio-baja-el-numero-de-usuarios-de-mibici/,,"Las fallas que se registran desde hace dos años en la calidad del servicio, provocan que el número de usuarios del programa MiBici vaya a la baja, asegura la maestra en Movilidad Urbana y Territorio, Miriam Guerra.
""En el año 2019 que inició la administración se registraron cerca de 25 mil suscripciones, cantidad que no ha podido ser superada y que por el contrario ha ido en decrecimiento hasta el día de hoy. este contexto permite entender que mientras por un lado el discurso de la movilidad sustentable y activa movilidad urbana cada vez está más en la agenda, por otro lado se descuidan programas y acciones realmente cruciales""
Las quejas del programa MiBici son una constante, sobre todo por las malas condiciones de las bicicletas y la saturación de las estaciones en horas pico, por lo que los usuarios, sostiene Miriam Guerra, siguen insatisfechos porque pagan una suscripción anual para su movilidad. (Por Gricelda Torres Zambrano)"
136,El Informador,01/06/2023,"Mayo, el mes con más afluencia en Bus-Bici de Avenida Hidalgo",trafilatura,trafilatura,1944,0.65,https://www.informador.mx/jalisco/Guadalajara-Mayo-el-mes-con-mas-afluencia-en-Bus-Bici-de-Avenida-Hidalgo-20230601-0099.html,,"Mayo, el mes con más afluencia en Bus-Bici de Avenida Hidalgo
Durante el mes de mayo, cerca de tres mil 935 personas al día hicieron uso del carril exclusivo Bus-Bici sobre la avenida Hidalgo
El carril Bus-Bici de Hidalgo reestructuró el tráfico del Centro Histórico. EL INFORMADOR/ ARCHIVO
Del 1 al 30 de mayo de este 2023, el carril Bus-Bici de Avenida Hidalgo ha sido usado por 118 mil 077 ciclistas, la cifra más alta desde que comenzó a operar en septiembre de 2022. Esto representa un promedio diario de tres mil 935 personas al día, según datos proporcionados por la Dirección de Movilidad y Transporte de Guadalajara.
 
En el conteo proporcionado se revela que en abril tuvo 94 mil 925 usuarios, en marzo 103 mil 724, en febrero 94 mil 167 y en enero un total de 96 mil 126 ciclistas. El carril está ubicado en la extrema derecha de Avenida Hidalgo, de Victoriano Salado ílvarez a Contreras Medellín, y tiene una longitud de 3.72 kilómetros. Convive con las Líneas 1 y 3 del Sitren del Tren Ligero.
 
También lee: Rescatan a hombre extraviado en la Barranca de Huentitán
Este espacio no es para vehículos particulares, motocicletas, automóviles o camionetas. Autoridades estatales y municipales explicaron que para virar a la derecha los vehículos deben tomar el carril contiguo al BusBici, siempre disminuyendo la velocidad y usando sus direccionales con la anticipación adecuada para anunciar la vuelta. Los conductores deben asegurarse que no viene un ciclista o alguna unidad del transporte público.
 
Además, si la persona automovilista circula por las calles que corren en perpendicular y desean incorporarse a la Avenida Hidalgo, deberán hacerlo en el carril contiguo al carril segregado en luz verde o si no hay semáforo hacer antes un alto total.
FS
Lee También
Recibe las últimas noticias en tu e-mail
Todo lo que necesitas saber para comenzar tu día
Registrarse implica aceptar los Términos y Condiciones"
141,Milenio,29/05/2023,"Comerciantes a favor de la ciclovía en Javier Mina, pero señalan hay afectaciones por obras",trafilatura,trafilatura,1433,0.32,https://www.milenio.com/politica/comunidad/ciclovia-javier-mina-comerciantes-favor-senalan-afectaciones,,"Los comerciantes de avenida Javier Mina en Guadalajara dicen estar a favor de la construcción de una ciclovía y la de rehabilitación de banquetas, pero admiten que la obra ha generado afectaciones.
Erick García es empleado de un negocio de uñas postizas, ubicado al cruce con la calle Churubusco. El joven comentó que hace 22 días tuvieron que colocar una cortina de plástico para evitar daño a los productos.
""El poner el plástico es proteger el producto por el polvo, la tierra y todo eso. Nosotros manejamos materiales tipo terciopelo entonces nos afecta el material. Es para eso, cuidar que la tienda se vea más presentable, limpia"", explicó.
Vicky, empleada de un negocio de artículos de belleza, también puso una cortina de plástico para evitar que ingrese el polvo y externó que la obra debería hacerse durante la noche.
""Yo siento que va a beneficiar, pero sí afecta porque no se dan los tiempos perfectos, ni las obras como se deben de trabajar. Si esto hubiera sido de noche y no de día, no salíamos tan afectados porque como puedes ver todo está tapado, mucha mercancía se echó a perder, bajan bastante las ventas. De hecho, cuando echaron el concreto tuvimos que cerrar dos días"", detalló Vicky Silva Castellanos
La rehabilitación de banquetas, construcción de una ciclovía y señalética abarca desde la calle Presa Laurel hasta Calzada Independencia. El proyecto tiene 43% de avance y se prevé sea culminado en agosto.
MC"
